   6.5100000e+02   4.0000000e-03   1.0000000e-07
  -3.0445850e-01  -5.7647838e+00   1.0600000e+04   0.0000000e+00
  -3.0346480e-01  -5.7371865e+00   1.0602200e+04   0.0000000e+00
  -3.0248190e-01  -5.7107124e+00   1.0604500e+04   0.0000000e+00
  -3.0148810e-01  -5.6799933e+00   1.0606700e+04   0.0000000e+00
  -3.0048360e-01  -5.6529254e+00   1.0608200e+04   0.0000000e+00
  -2.9948990e-01  -5.6250903e+00   1.0610400e+04   0.0000000e+00
  -2.9850690e-01  -5.5967583e+00   1.0612700e+04   0.0000000e+00
  -2.9752400e-01  -5.5671085e+00   1.0614900e+04   0.0000000e+00
  -2.9654110e-01  -5.5396517e+00   1.0616400e+04   0.0000000e+00
  -2.9551500e-01  -5.5132099e+00   1.0618600e+04   0.0000000e+00
  -2.9455360e-01  -5.4844999e+00   1.0620100e+04   0.0000000e+00
  -2.9355990e-01  -5.4554442e+00   1.0621600e+04   0.0000000e+00
  -2.9254460e-01  -5.4290673e+00   1.0623100e+04   0.0000000e+00
  -2.9157250e-01  -5.4002060e+00   1.0624600e+04   0.0000000e+00
  -2.9056790e-01  -5.3729542e+00   1.0626800e+04   0.0000000e+00
  -2.8958500e-01  -5.3438121e+00   1.0627600e+04   0.0000000e+00
  -2.8858050e-01  -5.3147351e+00   1.0629800e+04   0.0000000e+00
  -2.8758680e-01  -5.2859711e+00   1.0632000e+04   0.0000000e+00
  -2.8661460e-01  -5.2598534e+00   1.0633500e+04   0.0000000e+00
  -2.8561010e-01  -5.2327961e+00   1.0635800e+04   0.0000000e+00
  -2.8462720e-01  -5.2030600e+00   1.0638000e+04   0.0000000e+00
  -2.8363350e-01  -5.1776120e+00   1.0640200e+04   0.0000000e+00
  -2.8262890e-01  -5.1476274e+00   1.0641700e+04   0.0000000e+00
  -2.8164600e-01  -5.1193388e+00   1.0643900e+04   0.0000000e+00
  -2.8064150e-01  -5.0931239e+00   1.0646200e+04   0.0000000e+00
  -2.7966940e-01  -5.0659801e+00   1.0648400e+04   0.0000000e+00
  -2.7868640e-01  -5.0365355e+00   1.0650700e+04   0.0000000e+00
  -2.7769270e-01  -5.0130104e+00   1.0652900e+04   0.0000000e+00
  -2.7669900e-01  -4.9787160e+00   1.0655100e+04   0.0000000e+00
  -2.7571610e-01  -4.9527387e+00   1.0658100e+04   0.0000000e+00
  -2.7471150e-01  -4.9256705e+00   1.0659600e+04   0.0000000e+00
  -2.7371780e-01  -4.8958913e+00   1.0661800e+04   0.0000000e+00
  -2.7273490e-01  -4.8666844e+00   1.0664800e+04   0.0000000e+00
  -2.7173040e-01  -4.8368835e+00   1.0666300e+04   0.0000000e+00
  -2.7072580e-01  -4.8109064e+00   1.0668500e+04   0.0000000e+00
  -2.6974290e-01  -4.7787939e+00   1.0670800e+04   0.0000000e+00
  -2.6876000e-01  -4.7506672e+00   1.0672300e+04   0.0000000e+00
  -2.6775550e-01  -4.7236422e+00   1.0673700e+04   0.0000000e+00
  -2.6677250e-01  -4.6937874e+00   1.0676000e+04   0.0000000e+00
  -2.6580040e-01  -4.6620206e+00   1.0678200e+04   0.0000000e+00
  -2.6479590e-01  -4.6341962e+00   1.0679700e+04   0.0000000e+00
  -2.6380220e-01  -4.6051190e+00   1.0681900e+04   0.0000000e+00
  -2.6279760e-01  -4.5825333e+00   1.0684200e+04   0.0000000e+00
  -2.6182550e-01  -4.5510689e+00   1.0685700e+04   0.0000000e+00
  -2.6083180e-01  -4.5264742e+00   1.0687900e+04   0.0000000e+00
  -2.5981650e-01  -4.4959822e+00   1.0690900e+04   0.0000000e+00
  -2.5882270e-01  -4.4702209e+00   1.0692400e+04   0.0000000e+00
  -2.5786140e-01  -4.4405604e+00   1.0695400e+04   0.0000000e+00
  -2.5685690e-01  -4.4106622e+00   1.0696800e+04   0.0000000e+00
  -2.5586320e-01  -4.3831189e+00   1.0699800e+04   0.0000000e+00
  -2.5489100e-01  -4.3585782e+00   1.0702100e+04   0.0000000e+00
  -2.5388650e-01  -4.3281831e+00   1.0704300e+04   0.0000000e+00
  -2.5289280e-01  -4.2992031e+00   1.0706500e+04   0.0000000e+00
  -2.5189910e-01  -4.2710981e+00   1.0708000e+04   0.0000000e+00
  -2.5090530e-01  -4.2457905e+00   1.0709500e+04   0.0000000e+00
  -2.4993320e-01  -4.2160976e+00   1.0711700e+04   0.0000000e+00
  -2.4892870e-01  -4.1862317e+00   1.0714000e+04   0.0000000e+00
  -2.4792420e-01  -4.1592715e+00   1.0716200e+04   0.0000000e+00
  -2.4696280e-01  -4.1310043e+00   1.0717700e+04   0.0000000e+00
  -2.4595830e-01  -4.1023267e+00   1.0720700e+04   0.0000000e+00
  -2.4494300e-01  -4.0691235e+00   1.0722200e+04   0.0000000e+00
  -2.4399250e-01  -4.0447016e+00   1.0725200e+04   0.0000000e+00
  -2.4297710e-01  -4.0142417e+00   1.0727400e+04   0.0000000e+00
  -2.4198340e-01  -3.9856505e+00   1.0729600e+04   0.0000000e+00
  -2.4100050e-01  -3.9547264e+00   1.0731900e+04   0.0000000e+00
  -2.4000680e-01  -3.9332749e+00   1.0734100e+04   0.0000000e+00
  -2.3900220e-01  -3.9026638e+00   1.0735600e+04   0.0000000e+00
  -2.3800850e-01  -3.8721607e+00   1.0737800e+04   0.0000000e+00
  -2.3701480e-01  -3.8453193e+00   1.0740100e+04   0.0000000e+00
  -2.3604270e-01  -3.8215779e+00   1.0741500e+04   0.0000000e+00
  -2.3503810e-01  -3.7926626e+00   1.0743000e+04   0.0000000e+00
  -2.3404440e-01  -3.7609500e+00   1.0745300e+04   0.0000000e+00
  -2.3307230e-01  -3.7330501e+00   1.0747500e+04   0.0000000e+00
  -2.3207850e-01  -3.7060251e+00   1.0749000e+04   0.0000000e+00
  -2.3107400e-01  -3.6749495e+00   1.0750500e+04   0.0000000e+00
  -2.3005870e-01  -3.6495772e+00   1.0752700e+04   0.0000000e+00
  -2.2911900e-01  -3.6206728e+00   1.0754200e+04   0.0000000e+00
  -2.2810360e-01  -3.5886575e+00   1.0755000e+04   0.0000000e+00
  -2.2712070e-01  -3.5545144e+00   1.0756400e+04   0.0000000e+00
  -2.2610540e-01  -3.5366057e+00   1.0758700e+04   0.0000000e+00
  -2.2514410e-01  -3.5083602e+00   1.0759400e+04   0.0000000e+00
  -2.2413950e-01  -3.4829338e+00   1.0760200e+04   0.0000000e+00
  -2.2313500e-01  -3.4501625e+00   1.0760900e+04   0.0000000e+00
  -2.2216290e-01  -3.4237316e+00   1.0762400e+04   0.0000000e+00
  -2.2116920e-01  -3.3972682e+00   1.0763200e+04   0.0000000e+00
  -2.2016460e-01  -3.3671972e+00   1.0763200e+04   0.0000000e+00
  -2.1916010e-01  -3.3369644e+00   1.0763900e+04   0.0000000e+00
  -2.1818800e-01  -3.3084812e+00   1.0763900e+04   0.0000000e+00
  -2.1720510e-01  -3.2807001e+00   1.0764600e+04   0.0000000e+00
  -2.1618970e-01  -3.2490737e+00   1.0764600e+04   0.0000000e+00
  -2.1520680e-01  -3.2211629e+00   1.0764600e+04   0.0000000e+00
  -2.1422390e-01  -3.1935006e+00   1.0764600e+04   0.0000000e+00
  -2.1323020e-01  -3.1651470e+00   1.0765400e+04   0.0000000e+00
  -2.1223640e-01  -3.1398286e+00   1.0766100e+04   0.0000000e+00
  -2.1127510e-01  -3.1070033e+00   1.0766900e+04   0.0000000e+00
  -2.1027060e-01  -3.0758198e+00   1.0766900e+04   0.0000000e+00
  -2.0925530e-01  -3.0528777e+00   1.0767600e+04   0.0000000e+00
  -2.0827230e-01  -3.0281859e+00   1.0767600e+04   0.0000000e+00
  -2.0728940e-01  -2.9931679e+00   1.0768400e+04   0.0000000e+00
  -2.0628490e-01  -2.9652572e+00   1.0769100e+04   0.0000000e+00
  -2.0530200e-01  -2.9359531e+00   1.0769900e+04   0.0000000e+00
  -2.0430820e-01  -2.9080639e+00   1.0769900e+04   0.0000000e+00
  -2.0332530e-01  -2.8830047e+00   1.0770600e+04   0.0000000e+00
  -2.0232060e-01  -2.8539490e+00   1.0770600e+04   0.0000000e+00
  -2.0130530e-01  -2.8233380e+00   1.0771400e+04   0.0000000e+00
  -2.0033310e-01  -2.7926406e+00   1.0772100e+04   0.0000000e+00
  -1.9935020e-01  -2.7697957e+00   1.0772100e+04   0.0000000e+00
  -1.9835650e-01  -2.7427923e+00   1.0772100e+04   0.0000000e+00
  -1.9735200e-01  -2.7106365e+00   1.0772800e+04   0.0000000e+00
  -1.9640140e-01  -2.6866251e+00   1.0772800e+04   0.0000000e+00
  -1.9539690e-01  -2.6494792e+00   1.0772800e+04   0.0000000e+00
  -1.9437080e-01  -2.6232642e+00   1.0772800e+04   0.0000000e+00
  -1.9338790e-01  -2.5993717e+00   1.0772800e+04   0.0000000e+00
  -1.9240490e-01  -2.5714178e+00   1.0773600e+04   0.0000000e+00
  -1.9141120e-01  -2.5382900e+00   1.0774300e+04   0.0000000e+00
  -1.9041750e-01  -2.5168709e+00   1.0774300e+04   0.0000000e+00
  -1.8944540e-01  -2.4886144e+00   1.0775100e+04   0.0000000e+00
  -1.8844080e-01  -2.4561455e+00   1.0775800e+04   0.0000000e+00
  -1.8745790e-01  -2.4332790e+00   1.0776600e+04   0.0000000e+00
  -1.8646420e-01  -2.4032837e+00   1.0777300e+04   0.0000000e+00
  -1.8545970e-01  -2.3717653e+00   1.0778100e+04   0.0000000e+00
  -1.8446590e-01  -2.3470842e+00   1.0778800e+04   0.0000000e+00
  -1.8347220e-01  -2.3237749e+00   1.0779500e+04   0.0000000e+00
  -1.8245690e-01  -2.2952594e+00   1.0779500e+04   0.0000000e+00
  -1.8151720e-01  -2.2728573e+00   1.0780300e+04   0.0000000e+00
  -1.8049100e-01  -2.2473337e+00   1.0781000e+04   0.0000000e+00
  -1.7950810e-01  -2.2192285e+00   1.0781800e+04   0.0000000e+00
  -1.7853600e-01  -2.1929055e+00   1.0783300e+04   0.0000000e+00
  -1.7753150e-01  -2.1668634e+00   1.0784000e+04   0.0000000e+00
  -1.7654850e-01  -2.1396116e+00   1.0784800e+04   0.0000000e+00
  -1.7554400e-01  -2.1097674e+00   1.0785500e+04   0.0000000e+00
  -1.7456110e-01  -2.0831529e+00   1.0786300e+04   0.0000000e+00
  -1.7355650e-01  -2.0591847e+00   1.0787000e+04   0.0000000e+00
  -1.7257360e-01  -2.0288653e+00   1.0788500e+04   0.0000000e+00
  -1.7155830e-01  -2.0077810e+00   1.0789200e+04   0.0000000e+00
  -1.7059700e-01  -1.9815659e+00   1.0790700e+04   0.0000000e+00
  -1.6960320e-01  -1.9517757e+00   1.0792200e+04   0.0000000e+00
  -1.6860950e-01  -1.9254312e+00   1.0792200e+04   0.0000000e+00
  -1.6760500e-01  -1.8976393e+00   1.0793700e+04   0.0000000e+00
  -1.6662210e-01  -1.8723642e+00   1.0795200e+04   0.0000000e+00
  -1.6562830e-01  -1.8500378e+00   1.0796700e+04   0.0000000e+00
  -1.6463460e-01  -1.8259939e+00   1.0798200e+04   0.0000000e+00
  -1.6365170e-01  -1.7985368e+00   1.0798900e+04   0.0000000e+00
  -1.6266880e-01  -1.7716304e+00   1.0800400e+04   0.0000000e+00
  -1.6164260e-01  -1.7471653e+00   1.0801200e+04   0.0000000e+00
  -1.6065970e-01  -1.7248497e+00   1.0802600e+04   0.0000000e+00
  -1.5969840e-01  -1.6991533e+00   1.0804100e+04   0.0000000e+00
  -1.5869390e-01  -1.6774965e+00   1.0804900e+04   0.0000000e+00
  -1.5770010e-01  -1.6477281e+00   1.0805600e+04   0.0000000e+00
  -1.5670640e-01  -1.6261901e+00   1.0807100e+04   0.0000000e+00
  -1.5572350e-01  -1.6020599e+00   1.0809300e+04   0.0000000e+00
  -1.5470820e-01  -1.5832547e+00   1.0810100e+04   0.0000000e+00
  -1.5371440e-01  -1.5562620e+00   1.0810800e+04   0.0000000e+00
  -1.5276390e-01  -1.5308680e+00   1.0812300e+04   0.0000000e+00
  -1.5175940e-01  -1.5082607e+00   1.0814600e+04   0.0000000e+00
  -1.5075490e-01  -1.4848434e+00   1.0816100e+04   0.0000000e+00
  -1.4977190e-01  -1.4630246e+00   1.0817500e+04   0.0000000e+00
  -1.4877820e-01  -1.4426856e+00   1.0819000e+04   0.0000000e+00
  -1.4777370e-01  -1.4142132e+00   1.0821300e+04   0.0000000e+00
  -1.4676920e-01  -1.3930966e+00   1.0822800e+04   0.0000000e+00
  -1.4580780e-01  -1.3727036e+00   1.0823500e+04   0.0000000e+00
  -1.4480330e-01  -1.3509711e+00   1.0825000e+04   0.0000000e+00
  -1.4379880e-01  -1.3311074e+00   1.0826500e+04   0.0000000e+00
  -1.4282670e-01  -1.3106388e+00   1.0828700e+04   0.0000000e+00
  -1.4184370e-01  -1.2818748e+00   1.0830200e+04   0.0000000e+00
  -1.4086080e-01  -1.2631128e+00   1.0831700e+04   0.0000000e+00
  -1.3985630e-01  -1.2395008e+00   1.0833900e+04   0.0000000e+00
  -1.3885180e-01  -1.2226507e+00   1.0835400e+04   0.0000000e+00
  -1.3787960e-01  -1.2015557e+00   1.0836900e+04   0.0000000e+00
  -1.3689670e-01  -1.1821888e+00   1.0839200e+04   0.0000000e+00
  -1.3587060e-01  -1.1585878e+00   1.0841400e+04   0.0000000e+00
  -1.3488770e-01  -1.1422995e+00   1.0842900e+04   0.0000000e+00
  -1.3389390e-01  -1.1259462e+00   1.0845100e+04   0.0000000e+00
  -1.3290020e-01  -1.1085236e+00   1.0847300e+04   0.0000000e+00
  -1.3191730e-01  -1.0872449e+00   1.0848800e+04   0.0000000e+00
  -1.3093440e-01  -1.0684505e+00   1.0850300e+04   0.0000000e+00
  -1.2994060e-01  -1.0496129e+00   1.0851800e+04   0.0000000e+00
  -1.2893610e-01  -1.0325358e+00   1.0853300e+04   0.0000000e+00
  -1.2793160e-01  -1.0147891e+00   1.0855500e+04   0.0000000e+00
  -1.2695950e-01  -1.0004017e+00   1.0857000e+04   0.0000000e+00
  -1.2596570e-01  -9.8193140e-01   1.0860000e+04   0.0000000e+00
  -1.2496120e-01  -9.6076070e-01   1.0861500e+04   0.0000000e+00
  -1.2397830e-01  -9.4746420e-01   1.0863700e+04   0.0000000e+00
  -1.2300620e-01  -9.2749260e-01   1.0866700e+04   0.0000000e+00
  -1.2200160e-01  -9.1084770e-01   1.0868200e+04   0.0000000e+00
  -1.2100790e-01  -8.9721640e-01   1.0870400e+04   0.0000000e+00
  -1.2002500e-01  -8.7742830e-01   1.0872700e+04   0.0000000e+00
  -1.1902050e-01  -8.6143140e-01   1.0874200e+04   0.0000000e+00
  -1.1802670e-01  -8.4693600e-01   1.0876400e+04   0.0000000e+00
  -1.1703300e-01  -8.3220270e-01   1.0878600e+04   0.0000000e+00
  -1.1606090e-01  -8.1971640e-01   1.0880900e+04   0.0000000e+00
  -1.1505640e-01  -8.0440000e-01   1.0882400e+04   0.0000000e+00
  -1.1407340e-01  -7.9148160e-01   1.0884600e+04   0.0000000e+00
  -1.1304730e-01  -7.7294640e-01   1.0886800e+04   0.0000000e+00
  -1.1207520e-01  -7.6186420e-01   1.0889100e+04   0.0000000e+00
  -1.1108140e-01  -7.4880540e-01   1.0891300e+04   0.0000000e+00
  -1.1007690e-01  -7.3544410e-01   1.0893500e+04   0.0000000e+00
  -1.0912640e-01  -7.2067860e-01   1.0895000e+04   0.0000000e+00
  -1.0812190e-01  -7.0685290e-01   1.0897300e+04   0.0000000e+00
  -1.0712810e-01  -6.9329720e-01   1.0899500e+04   0.0000000e+00
  -1.0613440e-01  -6.7984950e-01   1.0901000e+04   0.0000000e+00
  -1.0512990e-01  -6.6856200e-01   1.0903200e+04   0.0000000e+00
  -1.0413620e-01  -6.5621610e-01   1.0906200e+04   0.0000000e+00
  -1.0315320e-01  -6.4246590e-01   1.0907700e+04   0.0000000e+00
  -1.0217030e-01  -6.2775450e-01   1.0910700e+04   0.0000000e+00
  -1.0118740e-01  -6.1508430e-01   1.0912900e+04   0.0000000e+00
  -1.0018290e-01  -6.0404530e-01   1.0915900e+04   0.0000000e+00
  -9.9199900e-02  -5.9367600e-01   1.0918900e+04   0.0000000e+00
  -9.8195200e-02  -5.8058470e-01   1.0920400e+04   0.0000000e+00
  -9.7201500e-02  -5.6751510e-01   1.0922600e+04   0.0000000e+00
  -9.6207800e-02  -5.5391610e-01   1.0924800e+04   0.0000000e+00
  -9.5224800e-02  -5.4338480e-01   1.0926300e+04   0.0000000e+00
  -9.4231100e-02  -5.3329630e-01   1.0929300e+04   0.0000000e+00
  -9.3248200e-02  -5.2263540e-01   1.0931500e+04   0.0000000e+00
  -9.2254500e-02  -5.0972790e-01   1.0933800e+04   0.0000000e+00
  -9.1239100e-02  -4.9768430e-01   1.0936000e+04   0.0000000e+00
  -9.0288600e-02  -4.8502510e-01   1.0938200e+04   0.0000000e+00
  -8.9251700e-02  -4.7367290e-01   1.0940500e+04   0.0000000e+00
  -8.8279600e-02  -4.6301200e-01   1.0943500e+04   0.0000000e+00
  -8.7296600e-02  -4.5298830e-01   1.0944900e+04   0.0000000e+00
  -8.6302900e-02  -4.3921650e-01   1.0947900e+04   0.0000000e+00
  -8.5309200e-02  -4.2818830e-01   1.0950200e+04   0.0000000e+00
  -8.4293900e-02  -4.1830510e-01   1.0951700e+04   0.0000000e+00
  -8.3343300e-02  -4.0523520e-01   1.0954600e+04   0.0000000e+00
  -8.2328000e-02  -3.9293250e-01   1.0956900e+04   0.0000000e+00
  -8.1345100e-02  -3.8412940e-01   1.0959100e+04   0.0000000e+00
  -8.0329800e-02  -3.7014160e-01   1.0962100e+04   0.0000000e+00
  -7.9346800e-02  -3.5865980e-01   1.0963600e+04   0.0000000e+00
  -7.8363900e-02  -3.4713470e-01   1.0966600e+04   0.0000000e+00
  -7.7370200e-02  -3.3727310e-01   1.0969500e+04   0.0000000e+00
  -7.6387300e-02  -3.2697940e-01   1.0971800e+04   0.0000000e+00
  -7.5393500e-02  -3.1604840e-01   1.0974800e+04   0.0000000e+00
  -7.4389000e-02  -3.0323790e-01   1.0977000e+04   0.0000000e+00
  -7.3406100e-02  -2.9163730e-01   1.0980000e+04   0.0000000e+00
  -7.2434000e-02  -2.8077110e-01   1.0982200e+04   0.0000000e+00
  -7.1429400e-02  -2.7149270e-01   1.0984400e+04   0.0000000e+00
  -7.0424900e-02  -2.5738610e-01   1.0987400e+04   0.0000000e+00
  -6.9431200e-02  -2.4725450e-01   1.0989700e+04   0.0000000e+00
  -6.8448300e-02  -2.3764130e-01   1.0992600e+04   0.0000000e+00
  -6.7454500e-02  -2.2557610e-01   1.0994900e+04   0.0000000e+00
  -6.6460800e-02  -2.1312220e-01   1.0997800e+04   0.0000000e+00
  -6.5477900e-02  -2.0422180e-01   1.1000100e+04   0.0000000e+00
  -6.4484200e-02  -1.9194050e-01   1.1002300e+04   0.0000000e+00
  -6.3479600e-02  -1.7999420e-01   1.1004600e+04   0.0000000e+00
  -6.2485900e-02  -1.6867430e-01   1.1006800e+04   0.0000000e+00
  -6.1513800e-02  -1.5869390e-01   1.1009000e+04   0.0000000e+00
  -6.0530900e-02  -1.4668270e-01   1.1011300e+04   0.0000000e+00
  -5.9515500e-02  -1.3762040e-01   1.1013500e+04   0.0000000e+00
  -5.8500200e-02  -1.2655980e-01   1.1016500e+04   0.0000000e+00
  -5.7538900e-02  -1.1697900e-01   1.1019500e+04   0.0000000e+00
  -5.6545200e-02  -1.0465460e-01   1.1020900e+04   0.0000000e+00
  -5.5529800e-02  -9.3550600e-02   1.1023900e+04   0.0000000e+00
  -5.4590100e-02  -8.4607100e-02   1.1026200e+04   0.0000000e+00
  -5.3596400e-02  -7.4950700e-02   1.1028400e+04   0.0000000e+00
  -5.2559400e-02  -6.4624600e-02   1.1031400e+04   0.0000000e+00
  -5.1576500e-02  -5.1101300e-02   1.1033600e+04   0.0000000e+00
  -5.0615200e-02  -4.1606900e-02   1.1036600e+04   0.0000000e+00
  -4.9621500e-02  -3.0179000e-02   1.1038800e+04   0.0000000e+00
  -4.8616900e-02  -1.8275900e-02   1.1041800e+04   0.0000000e+00
  -4.7612400e-02  -8.3063000e-03   1.1044800e+04   0.0000000e+00
  -4.6661900e-02   2.2791000e-03   1.1047000e+04   0.0000000e+00
  -4.5646600e-02   1.3512500e-02   1.1050000e+04   0.0000000e+00
  -4.4652800e-02   2.5167200e-02   1.1052200e+04   0.0000000e+00
  -4.3669900e-02   3.5352900e-02   1.1056000e+04   0.0000000e+00
  -4.2665400e-02   4.6694300e-02   1.1058200e+04   0.0000000e+00
  -4.1650100e-02   5.8359800e-02   1.1060400e+04   0.0000000e+00
  -4.0656300e-02   6.9053100e-02   1.1063400e+04   0.0000000e+00
  -3.9684200e-02   8.0102900e-02   1.1065600e+04   0.0000000e+00
  -3.8701300e-02   9.0213000e-02   1.1068600e+04   0.0000000e+00
  -3.7686000e-02   1.0252660e-01   1.1070900e+04   0.0000000e+00
  -3.6692200e-02   1.1401920e-01   1.1073100e+04   0.0000000e+00
  -3.5730900e-02   1.2479900e-01   1.1076100e+04   0.0000000e+00
  -3.4737200e-02   1.3556790e-01   1.1078300e+04   0.0000000e+00
  -3.3732700e-02   1.4739540e-01   1.1082000e+04   0.0000000e+00
  -3.2738900e-02   1.5626340e-01   1.1085000e+04   0.0000000e+00
  -3.1756000e-02   1.6832850e-01   1.1088000e+04   0.0000000e+00
  -3.0762300e-02   1.8048000e-01   1.1091000e+04   0.0000000e+00
  -2.9747000e-02   1.9204830e-01   1.1094700e+04   0.0000000e+00
  -2.8785600e-02   2.0174790e-01   1.1096900e+04   0.0000000e+00
  -2.7781100e-02   2.1413730e-01   1.1099900e+04   0.0000000e+00
  -2.6787400e-02   2.2484140e-01   1.1102200e+04   0.0000000e+00
  -2.5804500e-02   2.3563200e-01   1.1104400e+04   0.0000000e+00
  -2.4821500e-02   2.4602290e-01   1.1106600e+04   0.0000000e+00
  -2.3827800e-02   2.5752640e-01   1.1108900e+04   0.0000000e+00
  -2.2812500e-02   2.7016400e-01   1.1111800e+04   0.0000000e+00
  -2.1840400e-02   2.8059810e-01   1.1114100e+04   0.0000000e+00
  -2.0857400e-02   2.9290080e-01   1.1116300e+04   0.0000000e+00
  -1.9852900e-02   3.0427470e-01   1.1120000e+04   0.0000000e+00
  -1.8859200e-02   3.1475200e-01   1.1122300e+04   0.0000000e+00
  -1.7887100e-02   3.2642830e-01   1.1125300e+04   0.0000000e+00
  -1.6871700e-02   3.3765090e-01   1.1127500e+04   0.0000000e+00
  -1.5878000e-02   3.4792300e-01   1.1130500e+04   0.0000000e+00
  -1.4895100e-02   3.5827070e-01   1.1133400e+04   0.0000000e+00
  -1.3912200e-02   3.7068150e-01   1.1135700e+04   0.0000000e+00
  -1.2918400e-02   3.8290860e-01   1.1137900e+04   0.0000000e+00
  -1.1913900e-02   3.9660480e-01   1.1140900e+04   0.0000000e+00
  -1.0931000e-02   4.0629360e-01   1.1143100e+04   0.0000000e+00
  -9.9373000e-03   4.1834790e-01   1.1146900e+04   0.0000000e+00
  -8.9435000e-03   4.3070490e-01   1.1149100e+04   0.0000000e+00
  -7.9606000e-03   4.4274840e-01   1.1152100e+04   0.0000000e+00
  -6.9777000e-03   4.5348490e-01   1.1154300e+04   0.0000000e+00
  -5.9624000e-03   4.6458880e-01   1.1157300e+04   0.0000000e+00
  -4.9686000e-03   4.7815530e-01   1.1159500e+04   0.0000000e+00
  -3.9641000e-03   4.8930230e-01   1.1162500e+04   0.0000000e+00
  -3.0028000e-03   5.0202630e-01   1.1165500e+04   0.0000000e+00
  -1.9875000e-03   5.1491230e-01   1.1167700e+04   0.0000000e+00
  -9.9370000e-04   5.2570300e-01   1.1170700e+04   0.0000000e+00
  -3.2400000e-05   5.3803810e-01   1.1172900e+04   0.0000000e+00
   9.6130000e-04   5.5088100e-01   1.1175900e+04   0.0000000e+00
   1.9658000e-03   5.6372380e-01   1.1178900e+04   0.0000000e+00
   2.9704000e-03   5.7881330e-01   1.1181900e+04   0.0000000e+00
   3.9425000e-03   5.9106200e-01   1.1184900e+04   0.0000000e+00
   4.9362000e-03   6.0207940e-01   1.1187800e+04   0.0000000e+00
   5.9299000e-03   6.1440380e-01   1.1190800e+04   0.0000000e+00
   6.9237000e-03   6.2900720e-01   1.1193800e+04   0.0000000e+00
   7.9174000e-03   6.4088890e-01   1.1196800e+04   0.0000000e+00
