   4.0100000e+02   4.0000000e-03   1.0000000e-07
   8.2304320e-01   5.8550316e+00   2.5174200e+04   0.0000000e+00
   8.2801180e-01   5.8876412e+00   2.5174200e+04   0.0000000e+00
   8.3287240e-01   5.9196780e+00   2.5174200e+04   0.0000000e+00
   8.3781950e-01   5.9530758e+00   2.5174200e+04   0.0000000e+00
   8.4274510e-01   5.9864740e+00   2.5174200e+04   0.0000000e+00
   8.4769210e-01   6.0183488e+00   2.5174200e+04   0.0000000e+00
   8.5259590e-01   6.0504504e+00   2.5177200e+04   0.0000000e+00
   8.5753210e-01   6.0826064e+00   2.5180200e+04   0.0000000e+00
   8.6247920e-01   6.1152481e+00   2.5180200e+04   0.0000000e+00
   8.6738300e-01   6.1475334e+00   2.5183100e+04   0.0000000e+00
   8.7230840e-01   6.1795163e+00   2.5183100e+04   0.0000000e+00
   8.7763350e-01   6.2137890e+00   2.5183100e+04   0.0000000e+00
   8.8251570e-01   6.2459123e+00   2.5183100e+04   0.0000000e+00
   8.8746270e-01   6.2785540e+00   2.5183100e+04   0.0000000e+00
   8.9234490e-01   6.3114228e+00   2.5183100e+04   0.0000000e+00
   8.9727040e-01   6.3431897e+00   2.5183100e+04   0.0000000e+00
   9.0222820e-01   6.3758638e+00   2.5183100e+04   0.0000000e+00
   9.0717520e-01   6.4079657e+00   2.5183100e+04   0.0000000e+00
   9.1210060e-01   6.4400457e+00   2.5183100e+04   0.0000000e+00
   9.1704770e-01   6.4725902e+00   2.5186100e+04   0.0000000e+00
   9.2196230e-01   6.5044654e+00   2.5186100e+04   0.0000000e+00
   9.2693090e-01   6.5357353e+00   2.5186100e+04   0.0000000e+00
   9.3185630e-01   6.5677074e+00   2.5186100e+04   0.0000000e+00
   9.3710580e-01   6.6015912e+00   2.5186100e+04   0.0000000e+00
   9.4203120e-01   6.6333800e+00   2.5186100e+04   0.0000000e+00
   9.4693520e-01   6.6644555e+00   2.5186100e+04   0.0000000e+00
   9.5187140e-01   6.6966328e+00   2.5186100e+04   0.0000000e+00
   9.5680760e-01   6.7283891e+00   2.5186100e+04   0.0000000e+00
   9.6168980e-01   6.7604367e+00   2.5186100e+04   0.0000000e+00
   9.6664760e-01   6.7922684e+00   2.5189100e+04   0.0000000e+00
   9.7165950e-01   6.8248996e+00   2.5189100e+04   0.0000000e+00
   9.7650930e-01   6.8556619e+00   2.5189100e+04   0.0000000e+00
   9.8148870e-01   6.8880444e+00   2.5189100e+04   0.0000000e+00
   9.8641410e-01   6.9190443e+00   2.5189100e+04   0.0000000e+00
   9.9135040e-01   6.9507356e+00   2.5192100e+04   0.0000000e+00
