   4.0100000e+02   4.0000000e-03   1.0000000e-07
  -7.8867320e-01  -1.9845471e+00   2.8503100e+04   0.0000000e+00
  -7.8370460e-01  -1.9706565e+00   2.8503100e+04   0.0000000e+00
  -7.7879000e-01  -1.9570144e+00   2.8503100e+04   0.0000000e+00
  -7.7386460e-01  -1.9432967e+00   2.8503100e+04   0.0000000e+00
  -7.6893910e-01  -1.9295789e+00   2.8503100e+04   0.0000000e+00
  -7.6403530e-01  -1.9158072e+00   2.8503100e+04   0.0000000e+00
  -7.5867780e-01  -1.9005989e+00   2.8503100e+04   0.0000000e+00
  -7.5377400e-01  -1.8867947e+00   2.8503100e+04   0.0000000e+00
  -7.4892420e-01  -1.8735307e+00   2.8503100e+04   0.0000000e+00
  -7.4396640e-01  -1.8595322e+00   2.8503100e+04   0.0000000e+00
  -7.3906260e-01  -1.8457712e+00   2.8503100e+04   0.0000000e+00
  -7.3412630e-01  -1.8320643e+00   2.8506100e+04   0.0000000e+00
  -7.2922250e-01  -1.8184438e+00   2.8506100e+04   0.0000000e+00
  -7.2427550e-01  -1.8046936e+00   2.8506100e+04   0.0000000e+00
  -7.1932850e-01  -1.7906410e+00   2.8506100e+04   0.0000000e+00
  -7.1443540e-01  -1.7769125e+00   2.8506100e+04   0.0000000e+00
  -7.0941280e-01  -1.7628381e+00   2.8506100e+04   0.0000000e+00
  -7.0449820e-01  -1.7490880e+00   2.8506100e+04   0.0000000e+00
  -6.9923790e-01  -1.7345278e+00   2.8506100e+04   0.0000000e+00
  -6.9434490e-01  -1.7206696e+00   2.8506100e+04   0.0000000e+00
  -6.8933310e-01  -1.7065306e+00   2.8506100e+04   0.0000000e+00
  -6.8439680e-01  -1.6928669e+00   2.8506100e+04   0.0000000e+00
  -6.7949300e-01  -1.6791491e+00   2.8506100e+04   0.0000000e+00
  -6.7453520e-01  -1.6653343e+00   2.8506100e+04   0.0000000e+00
  -6.6960980e-01  -1.6515086e+00   2.8506100e+04   0.0000000e+00
  -6.6467360e-01  -1.6376504e+00   2.8506100e+04   0.0000000e+00
  -6.5973730e-01  -1.6236842e+00   2.8506100e+04   0.0000000e+00
  -6.5480110e-01  -1.6098801e+00   2.8506100e+04   0.0000000e+00
  -6.4989730e-01  -1.5959571e+00   2.8506100e+04   0.0000000e+00
  -6.4498270e-01  -1.5823258e+00   2.8506100e+04   0.0000000e+00
  -6.3972240e-01  -1.5676467e+00   2.8506100e+04   0.0000000e+00
  -6.3476460e-01  -1.5537561e+00   2.8506100e+04   0.0000000e+00
  -6.2978510e-01  -1.5397467e+00   2.8506100e+04   0.0000000e+00
  -6.2496770e-01  -1.5262450e+00   2.8506100e+04   0.0000000e+00
  -6.2006370e-01  -1.5124949e+00   2.8506100e+04   0.0000000e+00
  -6.1513830e-01  -1.4987447e+00   2.8506100e+04   0.0000000e+00
  -6.1023450e-01  -1.4848758e+00   2.8506100e+04   0.0000000e+00
  -6.0528740e-01  -1.4710068e+00   2.8506100e+04   0.0000000e+00
  -6.0034040e-01  -1.4571595e+00   2.8506100e+04   0.0000000e+00
  -5.9543660e-01  -1.4433013e+00   2.8506100e+04   0.0000000e+00
  -5.9016550e-01  -1.4283414e+00   2.8506100e+04   0.0000000e+00
  -5.8514290e-01  -1.4141484e+00   2.8506100e+04   0.0000000e+00
  -5.8015270e-01  -1.4001175e+00   2.8506100e+04   0.0000000e+00
  -5.7518400e-01  -1.3861081e+00   2.8506100e+04   0.0000000e+00
  -5.7020460e-01  -1.3720123e+00   2.8506100e+04   0.0000000e+00
  -5.6523600e-01  -1.3579489e+00   2.8506100e+04   0.0000000e+00
  -5.6027820e-01  -1.3441339e+00   2.8506100e+04   0.0000000e+00
  -5.5533110e-01  -1.3302541e+00   2.8506100e+04   0.0000000e+00
  -5.5036250e-01  -1.3160719e+00   2.8506100e+04   0.0000000e+00
  -5.4540470e-01  -1.3020734e+00   2.8506100e+04   0.0000000e+00
  -5.4044680e-01  -1.2880748e+00   2.8506100e+04   0.0000000e+00
  -5.3551060e-01  -1.2741842e+00   2.8506100e+04   0.0000000e+00
  -5.3053120e-01  -1.2597968e+00   2.8503100e+04   0.0000000e+00
  -5.2556260e-01  -1.2456792e+00   2.8503100e+04   0.0000000e+00
  -5.2062630e-01  -1.2315726e+00   2.8503100e+04   0.0000000e+00
  -5.1567940e-01  -1.2172932e+00   2.8503100e+04   0.0000000e+00
  -5.1068920e-01  -1.2031867e+00   2.8503100e+04   0.0000000e+00
  -5.0575300e-01  -1.1892961e+00   2.8503100e+04   0.0000000e+00
  -5.0078430e-01  -1.1750599e+00   2.8503100e+04   0.0000000e+00
  -4.9582650e-01  -1.1609857e+00   2.8506100e+04   0.0000000e+00
  -4.9089030e-01  -1.1469871e+00   2.8506100e+04   0.0000000e+00
  -4.8592170e-01  -1.1326106e+00   2.8506100e+04   0.0000000e+00
  -4.8097460e-01  -1.1185689e+00   2.8506100e+04   0.0000000e+00
  -4.7600600e-01  -1.1043003e+00   2.8506100e+04   0.0000000e+00
  -4.7103740e-01  -1.0902153e+00   2.8506100e+04   0.0000000e+00
  -4.6610110e-01  -1.0760223e+00   2.8506100e+04   0.0000000e+00
  -4.6114330e-01  -1.0617213e+00   2.8506100e+04   0.0000000e+00
  -4.5616390e-01  -1.0473338e+00   2.8506100e+04   0.0000000e+00
  -4.5120610e-01  -1.0332163e+00   2.8509100e+04   0.0000000e+00
  -4.4626980e-01  -1.0189585e+00   2.8509100e+04   0.0000000e+00
  -4.4127960e-01  -1.0046683e+00   2.8509100e+04   0.0000000e+00
  -4.3635420e-01  -9.9038880e-01   2.8509100e+04   0.0000000e+00
  -4.3138560e-01  -9.7593660e-01   2.8509100e+04   0.0000000e+00
  -4.2642770e-01  -9.6174360e-01   2.8509100e+04   0.0000000e+00
  -4.2148070e-01  -9.4680530e-01   2.8509100e+04   0.0000000e+00
  -4.1652290e-01  -9.3254760e-01   2.8509100e+04   0.0000000e+00
  -4.1156480e-01  -9.1811700e-01   2.8509100e+04   0.0000000e+00
  -4.0661780e-01  -9.0371880e-01   2.8509100e+04   0.0000000e+00
  -4.0163840e-01  -8.8935300e-01   2.8509100e+04   0.0000000e+00
  -3.9670220e-01  -8.7478190e-01   2.8509100e+04   0.0000000e+00
  -3.9173350e-01  -8.6013530e-01   2.8509100e+04   0.0000000e+00
  -3.8676490e-01  -8.4557500e-01   2.8509100e+04   0.0000000e+00
  -3.8181790e-01  -8.3105780e-01   2.8509100e+04   0.0000000e+00
  -3.7687090e-01  -8.1650840e-01   2.8509100e+04   0.0000000e+00
  -3.7189140e-01  -8.0193730e-01   2.8509100e+04   0.0000000e+00
  -3.6694440e-01  -7.8770110e-01   2.8509100e+04   0.0000000e+00
  -3.6199740e-01  -7.7301130e-01   2.8509100e+04   0.0000000e+00
  -3.5703960e-01  -7.5861300e-01   2.8509100e+04   0.0000000e+00
  -3.5207090e-01  -7.4404200e-01   2.8509100e+04   0.0000000e+00
  -3.4711310e-01  -7.2949260e-01   2.8512100e+04   0.0000000e+00
  -3.4215530e-01  -7.1489990e-01   2.8512100e+04   0.0000000e+00
  -3.3720820e-01  -7.0006960e-01   2.8512100e+04   0.0000000e+00
  -3.3223960e-01  -6.8504490e-01   2.8512100e+04   0.0000000e+00
  -3.2730340e-01  -6.7010660e-01   2.8509100e+04   0.0000000e+00
  -3.2232400e-01  -6.5525480e-01   2.8509100e+04   0.0000000e+00
  -3.1736610e-01  -6.4015450e-01   2.8509100e+04   0.0000000e+00
  -3.1241910e-01  -6.2515140e-01   2.8509100e+04   0.0000000e+00
  -3.0743970e-01  -6.0987800e-01   2.8509100e+04   0.0000000e+00
  -3.0250350e-01  -5.9493970e-01   2.8509100e+04   0.0000000e+00
  -2.9754560e-01  -5.7972060e-01   2.8509100e+04   0.0000000e+00
  -2.9257700e-01  -5.6417740e-01   2.8509100e+04   0.0000000e+00
  -2.8761920e-01  -5.4915270e-01   2.8509100e+04   0.0000000e+00
  -2.8265050e-01  -5.3376080e-01   2.8509100e+04   0.0000000e+00
  -2.7770350e-01  -5.1843370e-01   2.8509100e+04   0.0000000e+00
  -2.7276730e-01  -5.0290140e-01   2.8509100e+04   0.0000000e+00
  -2.6779870e-01  -4.8731500e-01   2.8509100e+04   0.0000000e+00
  -2.6283000e-01  -4.7204190e-01   2.8512100e+04   0.0000000e+00
  -2.5787220e-01  -4.5634750e-01   2.8512100e+04   0.0000000e+00
  -2.5291440e-01  -4.4059910e-01   2.8512100e+04   0.0000000e+00
  -2.4794580e-01  -4.2491550e-01   2.8512100e+04   0.0000000e+00
  -2.4298790e-01  -4.0910210e-01   2.8512100e+04   0.0000000e+00
  -2.3803010e-01  -3.9301890e-01   2.8512100e+04   0.0000000e+00
  -2.3308310e-01  -3.7693570e-01   2.8512100e+04   0.0000000e+00
  -2.2811440e-01  -3.6044200e-01   2.8512100e+04   0.0000000e+00
  -2.2313500e-01  -3.4379710e-01   2.8512100e+04   0.0000000e+00
  -2.1820960e-01  -3.2719540e-01   2.8512100e+04   0.0000000e+00
  -2.1323020e-01  -3.0996720e-01   2.8512100e+04   0.0000000e+00
  -2.0828310e-01  -2.9251220e-01   2.8512100e+04   0.0000000e+00
  -2.0333610e-01  -2.7472230e-01   2.8512100e+04   0.0000000e+00
  -1.9837810e-01  -2.5691090e-01   2.8512100e+04   0.0000000e+00
  -1.9340950e-01  -2.3837570e-01   2.8512100e+04   0.0000000e+00
  -1.8846240e-01  -2.1985140e-01   2.8515000e+04   0.0000000e+00
  -1.8349380e-01  -2.0058160e-01   2.8515000e+04   0.0000000e+00
  -1.7855760e-01  -1.8079350e-01   2.8515000e+04   0.0000000e+00
  -1.7356730e-01  -1.6022770e-01   2.8515000e+04   0.0000000e+00
  -1.6860950e-01  -1.3850610e-01   2.8512100e+04   0.0000000e+00
  -1.6368410e-01  -1.1621210e-01   2.8512100e+04   0.0000000e+00
  -1.5870470e-01  -9.3107800e-02   2.8512100e+04   0.0000000e+00
  -1.5372520e-01  -7.0176500e-02   2.8512100e+04   0.0000000e+00
  -1.4877820e-01  -4.8908600e-02   2.8515000e+04   0.0000000e+00
  -1.4380960e-01  -3.1972000e-02   2.8515000e+04   0.0000000e+00
  -1.3885180e-01  -2.1095100e-02   2.8515000e+04   0.0000000e+00
  -1.3391550e-01  -1.4452200e-02   2.8515000e+04   0.0000000e+00
  -1.2893610e-01  -1.0066900e-02   2.8515000e+04   0.0000000e+00
  -1.2399990e-01  -6.9129000e-03   2.8515000e+04   0.0000000e+00
  -1.1904210e-01  -4.7634000e-03   2.8515000e+04   0.0000000e+00
  -1.1406260e-01  -3.1432000e-03   2.8512100e+04   0.0000000e+00
  -1.0911560e-01  -2.0091000e-03   2.8512100e+04   0.0000000e+00
  -1.0416860e-01  -1.0909000e-03   2.8512100e+04   0.0000000e+00
  -9.9199900e-02  -4.3210000e-04   2.8512100e+04   0.0000000e+00
  -9.4231100e-02   1.0800000e-05   2.8512100e+04   0.0000000e+00
  -8.9273300e-02   3.4560000e-04   2.8515000e+04   0.0000000e+00
  -8.4326300e-02   4.9690000e-04   2.8515000e+04   0.0000000e+00
  -7.9357600e-02   5.8330000e-04   2.8515000e+04   0.0000000e+00
  -7.4399800e-02   6.8050000e-04   2.8515000e+04   0.0000000e+00
  -6.9442000e-02   6.5890000e-04   2.8515000e+04   0.0000000e+00
  -6.4484200e-02   6.9130000e-04   2.8512100e+04   0.0000000e+00
  -5.9515500e-02   6.9130000e-04   2.8512100e+04   0.0000000e+00
  -5.4590100e-02   6.8050000e-04   2.8512100e+04   0.0000000e+00
  -4.9610700e-02   7.1290000e-04   2.8512100e+04   0.0000000e+00
  -4.4642000e-02   7.0210000e-04   2.8512100e+04   0.0000000e+00
  -3.9695000e-02   6.9130000e-04   2.8512100e+04   0.0000000e+00
  -3.4737200e-02   7.2370000e-04   2.8512100e+04   0.0000000e+00
  -2.9747000e-02   7.4530000e-04   2.8512100e+04   0.0000000e+00
  -2.4832300e-02   7.2370000e-04   2.8512100e+04   0.0000000e+00
  -1.9852900e-02   7.6690000e-04   2.8512100e+04   0.0000000e+00
  -1.4895100e-02   7.6690000e-04   2.8512100e+04   0.0000000e+00
  -9.9373000e-03   7.4530000e-04   2.8512100e+04   0.0000000e+00
  -4.9686000e-03   7.9930000e-04   2.8512100e+04   0.0000000e+00
  -4.3200000e-05   8.1010000e-04   2.8512100e+04   0.0000000e+00
   4.9470000e-03   8.5330000e-04   2.8512100e+04   0.0000000e+00
   9.9049000e-03   1.0153000e-03   2.8512100e+04   0.0000000e+00
   1.4862700e-02   1.1990000e-03   2.8512100e+04   0.0000000e+00
   1.9809700e-02   1.5878000e-03   2.8512100e+04   0.0000000e+00
   2.4756700e-02   2.1927000e-03   2.8512100e+04   0.0000000e+00
   2.9725400e-02   2.9920000e-03   2.8512100e+04   0.0000000e+00
   3.4672400e-02   4.0505000e-03   2.8515000e+04   0.0000000e+00
   3.9662600e-02   5.3575000e-03   2.8515000e+04   0.0000000e+00
   4.4598800e-02   7.4313000e-03   2.8518000e+04   0.0000000e+00
   4.9578300e-02   1.0196500e-02   2.8518000e+04   0.0000000e+00
   5.4536100e-02   1.4128200e-02   2.8521000e+04   0.0000000e+00
   5.9483100e-02   1.9723300e-02   2.8521000e+04   0.0000000e+00
   6.4440900e-02   2.8926100e-02   2.8521000e+04   0.0000000e+00
   6.9377200e-02   4.2784200e-02   2.8521000e+04   0.0000000e+00
   7.4356600e-02   6.2799100e-02   2.8521000e+04   0.0000000e+00
   7.9325200e-02   8.5870900e-02   2.8518000e+04   0.0000000e+00
   8.4272300e-02   1.0897500e-01   2.8518000e+04   0.0000000e+00
   8.9251700e-02   1.3170110e-01   2.8518000e+04   0.0000000e+00
   9.4209500e-02   1.5377900e-01   2.8518000e+04   0.0000000e+00
   9.9156500e-02   1.7482010e-01   2.8518000e+04   0.0000000e+00
   1.0411440e-01   1.9498630e-01   2.8518000e+04   0.0000000e+00
   1.0907220e-01   2.1468810e-01   2.8518000e+04   0.0000000e+00
   1.1403000e-01   2.3324490e-01   2.8518000e+04   0.0000000e+00
   1.1899860e-01   2.5182320e-01   2.8518000e+04   0.0000000e+00
   1.2394570e-01   2.6968870e-01   2.8518000e+04   0.0000000e+00
   1.2891430e-01   2.8762980e-01   2.8521000e+04   0.0000000e+00
   1.3387210e-01   3.0482550e-01   2.8521000e+04   0.0000000e+00
   1.3880840e-01   3.2210770e-01   2.8521000e+04   0.0000000e+00
   1.4376620e-01   3.3915230e-01   2.8521000e+04   0.0000000e+00
   1.4874560e-01   3.5617520e-01   2.8521000e+04   0.0000000e+00
   1.5369260e-01   3.7272290e-01   2.8521000e+04   0.0000000e+00
   1.5866130e-01   3.8902220e-01   2.8521000e+04   0.0000000e+00
   1.6362990e-01   4.0531070e-01   2.8521000e+04   0.0000000e+00
   1.6857690e-01   4.2185850e-01   2.8521000e+04   0.0000000e+00
   1.7354550e-01   4.3783380e-01   2.8521000e+04   0.0000000e+00
   1.7850340e-01   4.5390620e-01   2.8521000e+04   0.0000000e+00
   1.8345040e-01   4.6965460e-01   2.8521000e+04   0.0000000e+00
   1.8844060e-01   4.8540300e-01   2.8518000e+04   0.0000000e+00
   1.9335530e-01   5.0089210e-01   2.8518000e+04   0.0000000e+00
   1.9833470e-01   5.1635970e-01   2.8518000e+04   0.0000000e+00
   2.0330330e-01   5.3207580e-01   2.8518000e+04   0.0000000e+00
   2.0825030e-01   5.4728410e-01   2.8518000e+04   0.0000000e+00
   2.1321920e-01   5.6257880e-01   2.8518000e+04   0.0000000e+00
   2.1817700e-01   5.7784120e-01   2.8518000e+04   0.0000000e+00
   2.2312400e-01   5.9331950e-01   2.8518000e+04   0.0000000e+00
   2.2808180e-01   6.0868990e-01   2.8518000e+04   0.0000000e+00
   2.3305050e-01   6.2387660e-01   2.8518000e+04   0.0000000e+00
   2.3800830e-01   6.3894470e-01   2.8515000e+04   0.0000000e+00
   2.4297690e-01   6.5387220e-01   2.8518000e+04   0.0000000e+00
   2.4790240e-01   6.6881050e-01   2.8518000e+04   0.0000000e+00
   2.5286020e-01   6.8408360e-01   2.8518000e+04   0.0000000e+00
   2.5785040e-01   6.9905430e-01   2.8518000e+04   0.0000000e+00
   2.6278660e-01   7.1400340e-01   2.8518000e+04   0.0000000e+00
   2.6774450e-01   7.2838000e-01   2.8518000e+04   0.0000000e+00
   2.7272390e-01   7.4345870e-01   2.8518000e+04   0.0000000e+00
   2.7767090e-01   7.5798660e-01   2.8518000e+04   0.0000000e+00
   2.8265030e-01   7.7290320e-01   2.8518000e+04   0.0000000e+00
   2.8759740e-01   7.8763630e-01   2.8518000e+04   0.0000000e+00
   2.9253360e-01   8.0222900e-01   2.8518000e+04   0.0000000e+00
   2.9750220e-01   8.1702680e-01   2.8518000e+04   0.0000000e+00
   3.0249250e-01   8.3181390e-01   2.8518000e+04   0.0000000e+00
   3.0741790e-01   8.4638510e-01   2.8518000e+04   0.0000000e+00
   3.1237570e-01   8.6126940e-01   2.8518000e+04   0.0000000e+00
   3.1733350e-01   8.7575400e-01   2.8518000e+04   0.0000000e+00
   3.2228060e-01   8.9033590e-01   2.8518000e+04   0.0000000e+00
   3.2726000e-01   9.0478810e-01   2.8518000e+04   0.0000000e+00
   3.3219620e-01   9.1937000e-01   2.8518000e+04   0.0000000e+00
   3.3716480e-01   9.3387620e-01   2.8518000e+04   0.0000000e+00
   3.4212270e-01   9.4857700e-01   2.8518000e+04   0.0000000e+00
   3.4706970e-01   9.6318040e-01   2.8518000e+04   0.0000000e+00
   3.5203830e-01   9.7790270e-01   2.8518000e+04   0.0000000e+00
   3.5699610e-01   9.9229010e-01   2.8521000e+04   0.0000000e+00
   3.6195400e-01   1.0068179e+00   2.8521000e+04   0.0000000e+00
   3.6691180e-01   1.0213458e+00   2.8521000e+04   0.0000000e+00
   3.7183720e-01   1.0355280e+00   2.8521000e+04   0.0000000e+00
   3.7681670e-01   1.0499156e+00   2.8521000e+04   0.0000000e+00
   3.8178530e-01   1.0644326e+00   2.8521000e+04   0.0000000e+00
   3.8673230e-01   1.0787660e+00   2.8521000e+04   0.0000000e+00
   3.9169010e-01   1.0931534e+00   2.8521000e+04   0.0000000e+00
   3.9665880e-01   1.1076165e+00   2.8521000e+04   0.0000000e+00
   4.0159500e-01   1.1221443e+00   2.8521000e+04   0.0000000e+00
   4.0656360e-01   1.1364885e+00   2.8521000e+04   0.0000000e+00
   4.1151060e-01   1.1509191e+00   2.8521000e+04   0.0000000e+00
   4.1647930e-01   1.1653823e+00   2.8521000e+04   0.0000000e+00
   4.2142650e-01   1.1794024e+00   2.8521000e+04   0.0000000e+00
   4.2637350e-01   1.1935306e+00   2.8521000e+04   0.0000000e+00
   4.3132050e-01   1.2077884e+00   2.8521000e+04   0.0000000e+00
   4.3628920e-01   1.2222083e+00   2.8521000e+04   0.0000000e+00
   4.4124700e-01   1.2363472e+00   2.8521000e+04   0.0000000e+00
   4.4619400e-01   1.2506483e+00   2.8521000e+04   0.0000000e+00
   4.5116270e-01   1.2651763e+00   2.8521000e+04   0.0000000e+00
   4.5610970e-01   1.2793909e+00   2.8521000e+04   0.0000000e+00
   4.6106750e-01   1.2936487e+00   2.8521000e+04   0.0000000e+00
   4.6602530e-01   1.3080145e+00   2.8521000e+04   0.0000000e+00
   4.7097240e-01   1.3222939e+00   2.8521000e+04   0.0000000e+00
   4.7593020e-01   1.3365841e+00   2.8521000e+04   0.0000000e+00
   4.8089880e-01   1.3508851e+00   2.8521000e+04   0.0000000e+00
   4.8583500e-01   1.3651540e+00   2.8521000e+04   0.0000000e+00
   4.9079290e-01   1.3790338e+00   2.8521000e+04   0.0000000e+00
   4.9573990e-01   1.3937129e+00   2.8521000e+04   0.0000000e+00
   5.0068690e-01   1.4077222e+00   2.8521000e+04   0.0000000e+00
   5.0565550e-01   1.4218612e+00   2.8521000e+04   0.0000000e+00
   5.1059180e-01   1.4360002e+00   2.8521000e+04   0.0000000e+00
   5.1556040e-01   1.4502688e+00   2.8521000e+04   0.0000000e+00
   5.2051820e-01   1.4644186e+00   2.8518000e+04   0.0000000e+00
   5.2546540e-01   1.4785036e+00   2.8518000e+04   0.0000000e+00
   5.3044480e-01   1.4922753e+00   2.8518000e+04   0.0000000e+00
   5.3540260e-01   1.5064143e+00   2.8518000e+04   0.0000000e+00
   5.4031720e-01   1.5205317e+00   2.8518000e+04   0.0000000e+00
   5.4528590e-01   1.5348111e+00   2.8518000e+04   0.0000000e+00
   5.5022210e-01   1.5486908e+00   2.8518000e+04   0.0000000e+00
   5.5517990e-01   1.5630351e+00   2.8518000e+04   0.0000000e+00
   5.6013770e-01   1.5769583e+00   2.8518000e+04   0.0000000e+00
   5.6508480e-01   1.5911945e+00   2.8518000e+04   0.0000000e+00
   5.7004260e-01   1.6052039e+00   2.8521000e+04   0.0000000e+00
   5.7500040e-01   1.6192025e+00   2.8521000e+04   0.0000000e+00
   5.7994740e-01   1.6333415e+00   2.8521000e+04   0.0000000e+00
   5.8490530e-01   1.6473940e+00   2.8521000e+04   0.0000000e+00
   5.8986310e-01   1.6615978e+00   2.8521000e+04   0.0000000e+00
   5.9478850e-01   1.6755532e+00   2.8524000e+04   0.0000000e+00
   5.9975710e-01   1.6897679e+00   2.8524000e+04   0.0000000e+00
   6.0471500e-01   1.7040689e+00   2.8524000e+04   0.0000000e+00
   6.0965120e-01   1.7180891e+00   2.8524000e+04   0.0000000e+00
   6.1461980e-01   1.7322281e+00   2.8524000e+04   0.0000000e+00
   6.1955600e-01   1.7459242e+00   2.8527000e+04   0.0000000e+00
   6.2449230e-01   1.7601820e+00   2.8527000e+04   0.0000000e+00
   6.2945030e-01   1.7742670e+00   2.8527000e+04   0.0000000e+00
   6.3438650e-01   1.7883198e+00   2.8527000e+04   0.0000000e+00
   6.3956040e-01   1.8029556e+00   2.8524000e+04   0.0000000e+00
   6.4470180e-01   1.8175374e+00   2.8524000e+04   0.0000000e+00
   6.4963810e-01   1.8318385e+00   2.8524000e+04   0.0000000e+00
   6.5457430e-01   1.8455670e+00   2.8524000e+04   0.0000000e+00
   6.5947810e-01   1.8594035e+00   2.8521000e+04   0.0000000e+00
   6.6439270e-01   1.8734129e+00   2.8521000e+04   0.0000000e+00
   6.6935050e-01   1.8871090e+00   2.8518000e+04   0.0000000e+00
   6.7423280e-01   1.9008593e+00   2.8518000e+04   0.0000000e+00
   6.7912580e-01   1.9147282e+00   2.8518000e+04   0.0000000e+00
   6.8404040e-01   1.9285432e+00   2.8518000e+04   0.0000000e+00
   6.8896580e-01   1.9426822e+00   2.8518000e+04   0.0000000e+00
   6.9388040e-01   1.9565295e+00   2.8518000e+04   0.0000000e+00
   6.9878430e-01   1.9703769e+00   2.8518000e+04   0.0000000e+00
   7.0404450e-01   1.9851315e+00   2.8518000e+04   0.0000000e+00
   7.0894840e-01   1.9989468e+00   2.8518000e+04   0.0000000e+00
   7.1384140e-01   2.0129778e+00   2.8518000e+04   0.0000000e+00
   7.1881000e-01   2.0268035e+00   2.8518000e+04   0.0000000e+00
   7.2370300e-01   2.0405753e+00   2.8518000e+04   0.0000000e+00
   7.2865000e-01   2.0546494e+00   2.8518000e+04   0.0000000e+00
   7.3355390e-01   2.0684536e+00   2.8518000e+04   0.0000000e+00
   7.3847930e-01   2.0823765e+00   2.8518000e+04   0.0000000e+00
   7.4340470e-01   2.0964831e+00   2.8518000e+04   0.0000000e+00
   7.4834090e-01   2.1104710e+00   2.8518000e+04   0.0000000e+00
   7.5328800e-01   2.1245668e+00   2.8518000e+04   0.0000000e+00
   7.5822420e-01   2.1383601e+00   2.8518000e+04   0.0000000e+00
   7.6351690e-01   2.1532876e+00   2.8518000e+04   0.0000000e+00
   7.6845310e-01   2.1671782e+00   2.8518000e+04   0.0000000e+00
   7.7337850e-01   2.1811011e+00   2.8518000e+04   0.0000000e+00
   7.7829310e-01   2.1950349e+00   2.8518000e+04   0.0000000e+00
   7.8322930e-01   2.2088178e+00   2.8518000e+04   0.0000000e+00
   7.8819800e-01   2.2229352e+00   2.8518000e+04   0.0000000e+00
   7.9314500e-01   2.2368474e+00   2.8518000e+04   0.0000000e+00
   7.9807040e-01   2.2508027e+00   2.8518000e+04   0.0000000e+00
   8.0298500e-01   2.2646285e+00   2.8518000e+04   0.0000000e+00
   8.0792130e-01   2.2784218e+00   2.8518000e+04   0.0000000e+00
   8.1290070e-01   2.2926364e+00   2.8518000e+04   0.0000000e+00
   8.1776130e-01   2.3062462e+00   2.8518000e+04   0.0000000e+00
